tool;type;value;source
ArcExplorer|description|"ArcExplorer is a custom mapping tool that can be used in a web browser. ArcExplorer allows you to perform a range of basic GIS functions such as display, query and retrieve data.
Features:
Display and query a variety of standard data sources including ESRI shapefiles, ArcInfo coverages Images, ArcIMS services

Pan and zoom through multiple layers and identify, locate, and query geographic and attribute data.

Symbolize data based on attributes contained in the data layers to create thematic maps.

Perform basic spatial analysis tasks on the geographic data

Freely distributable data"|BambooDirt
ArcExplorer|keyword|Bitmap (BMP)|TERESAH
ArcExplorer|operating-system|Cross-platform|TERESAH
ArcExplorer|creator|Environmental Systems Research Institute (ESRI)|TERESAH
ArcExplorer|license|Freeware|TERESAH
ArcExplorer|keyword|geography|TERESAH
ArcExplorer|keyword|Geo-referencing and projection|TERESAH
ArcExplorer|keyword|Geospatial computing|TERESAH
ArcExplorer|keyword|Geospatial technology|TERESAH
ArcExplorer|keyword|GIS|TERESAH
ArcExplorer|keyword|Graphics Interchange Format (GIF)|TERESAH
ArcExplorer|standard|HTML|TERESAH
ArcExplorer|url|http://www.esri.com/software/arcgis/explorer/arcexplorer|TERESAH
ArcExplorer|keyword|Java|TERESAH
ArcExplorer|standard|JPEG|TERESAH
ArcExplorer|is-used-for|Mapping|TERESAH
ArcExplorer|keyword|No longer supported|TERESAH
ArcExplorer|standard|PNG|TERESAH
ArcExplorer|license|Proprietary|TERESAH
ArcExplorer|application-category|Publishing|TERESAH
ArcExplorer|keyword|structuring|TERESAH
ArcExplorer|standard|TIFF|TERESAH
ArcExplorer|keyword|Use of existing digital data|TERESAH
ArcExplorer|operating-system|Windows|TERESAH
ArcGis|keyword|2d modelling - raster|TERESAH
ArcGis|keyword|2d modelling - vector|TERESAH
ArcGis|keyword|3d modelling - interactive|TERESAH
ArcGis|keyword|3d modelling - vector|TERESAH
ArcGis|description|A system for collecting, visualising and analysing geographical information, including the creation of maps and mapping applications. Multiple data types can be imported, provided they are geographical.  Cloud-based and desktop (Windows only) interfaces are available. Some functionality is available to a free, non-commercial account, but full functionality requires an organizational licence, see: http://www.esri.com/software/arcgis/arcgisonline/features/comparison-table. A free trial of the full product is available.|HistoryOnline
ArcGis|keyword|Active development|TERESAH
ArcGis|keyword|analysis|TERESAH
ArcGis|description|"ArcGIS is a suite of software that comprises of Desktop GIS, Server GIS, Mobile GIS, and Online GIS. ArcGIS is a platform for building a complete geographic information system (GIS) that lets you easily create, edit, and analyse geographic  knowledge on the desktop; publish data, maps, globes and models to a GIS server and/or share them online; and use them on the desktop, on the Web, or in the field."|ArtsHumanities
ArcGis|description|"ArcGIS is a suite of software that comprises of Desktop GIS, Server GIS, Mobile GIS, and Online GIS. ArcGIS is a platform for building a complete geographic information system (GIS) that lets you easily create, edit, and analyse geographic knowledge on the desktop; publish data, maps, globes and models to a GIS server and/or share them online; and use them on the desktop, on the Web, or in the field.

Features:
View and query maps

Manipulate shapefiles and geodatabases

Data manipulation, editing and analysis

Mobile device enabled"|BambooDirt
ArcGis|keyword|Cataloguing and indexing|TERESAH
ArcGis|keyword|COM|TERESAH
ArcGis|license|commercial|TERESAH
ArcGis|keyword|creation|TERESAH
ArcGis|operating-system|Cross-platform|TERESAH
ArcGis|keyword|Delphi|TERESAH
ArcGis|creator|Environmental Systems Research Institute (ESRI)|TERESAH
ArcGis|keyword|Geophysical survey|TERESAH
ArcGis|keyword|Geo-referencing and projection|TERESAH
ArcGis|keyword|Geospatial computing|TERESAH
ArcGis|keyword|Geospatial technology|TERESAH
ArcGis|keyword|GIS|TERESAH
ArcGis|keyword|GPS and total station surveys|TERESAH
ArcGis|keyword|Graphical rendering|TERESAH
ArcGis|standard|HTML|TERESAH
ArcGis|url|http://www.esri.com/software/arcgis|TERESAH
ArcGis|keyword|Intermediate|TERESAH
ArcGis|keyword|Java|TERESAH
ArcGis|operating-system|Linux|TERESAH
ArcGis|keyword|Microsoft's .NET Framework|TERESAH
ArcGis|keyword|Offline|TERESAH
ArcGis|keyword|Paid|TERESAH
ArcGis|license|Proprietary|TERESAH
ArcGis|application-category|Publishing|TERESAH
ArcGis|is-used-for|Searching|TERESAH
ArcGis|keyword|Single purpose|TERESAH
ArcGis|keyword|structuring|TERESAH
ArcGis|keyword|TCP/IP|TERESAH
ArcGis|keyword|Unified Modelling Language (UML)|TERESAH
ArcGis|keyword|"Variable; contact Esri"|TERESAH
ArcGis|keyword|Visual Basic|TERESAH
ArcGis|keyword|Visual C++|TERESAH
ArcGis|application-category|Visualization|TERESAH
ArcGis|standard|XML|TERESAH
Archeosurveyor|description|A software application for the transfer, assembly and enhancement of geophysical data obtained from gradiometers, resistivity meters and other monitoring instruments.|ArtsHumanities
Archeosurveyor|description|A software application for the transfer, assembly and enhancement of geophysical data obtained from gradiometers, resistivity meters and other monitoring instruments. With support for Geoplot, GSSI Profiler, Surfer (ASCII & binary) and Scintrex input formats|BambooDirt
Archeosurveyor|keyword|analysis|TERESAH
Archeosurveyor|license|commercial|TERESAH
Archeosurveyor|keyword|creation|TERESAH
Archeosurveyor|creator|DW Consulting|TERESAH
Archeosurveyor|keyword|environmental modelling|TERESAH
Archeosurveyor|keyword|Geophysics|TERESAH
Archeosurveyor|keyword|Geoplot|TERESAH
Archeosurveyor|keyword|gradiometer|TERESAH
Archeosurveyor|keyword|GSSI Profiler|TERESAH
Archeosurveyor|url|http://www.dwconsulting.nl/archeosurveyor.html|TERESAH
Archeosurveyor|is-used-for|Mapping|TERESAH
Archeosurveyor|keyword|monitor|TERESAH
Archeosurveyor|license|Proprietary|TERESAH
Archeosurveyor|keyword|Scintrex|TERESAH
Archeosurveyor|keyword|Surfer (ASCII & binary) data format|TERESAH
Archeosurveyor|operating-system|Windows|TERESAH
ArcView|description|A software application for creating, manipulating and analysing GIS (Geographic Information System) data. ArcView may be used to create geographic maps, manipulate spatial features, analyse attributes and characteristics, and visualise spatial information in an understandable form. Current versions of the software enable the user to import and manipulate several content types in a spatial environment, including demographic information, CAD designs, still images and other types of content.|ArtsHumanities
ArcView|keyword|Adobe Illustrator (AI)|TERESAH
ArcView|keyword|analysis|TERESAH
ArcView|keyword|Bitmap (BMP)|TERESAH
ArcView|license|commercial|TERESAH
ArcView|keyword|creation|TERESAH
ArcView|keyword|Encapsulated PostScript (EPS)|TERESAH
ArcView|keyword|ESRI Digital Elevation Model (DEM)|TERESAH
ArcView|keyword|floating GRID|TERESAH
ArcView|keyword|Geophysical survey|TERESAH
ArcView|keyword|Geo-referencing and projection|TERESAH
ArcView|keyword|GIS|TERESAH
ArcView|keyword|GPS and total station surveys|TERESAH
ArcView|keyword|Graphics Interchange Format (GIF)|TERESAH
ArcView|standard|JPEG|TERESAH
ArcView|standard|PDF|TERESAH
ArcView|standard|PNG|TERESAH
ArcView|keyword|polygon|TERESAH
ArcView|keyword|polyline|TERESAH
ArcView|application-category|Publishing|TERESAH
ArcView|keyword|structuring|TERESAH
ArcView|keyword|Surfer (ASCII & binary) data format|TERESAH
ArcView|standard|SVG|TERESAH
ArcView|standard|TIFF|TERESAH
ArcView|operating-system|Windows|TERESAH
ArcView|keyword|Windows Enhanced MetaFile (EMF)|TERESAH
ARTISAN|keyword|analysis|TERESAH
ARTISAN|description|"ARTISAN (Automatic Retrieval of Trademark Images by Shape Analysis) is a software tool for the analysis and comparison of still image files. It uses a Content-based image retrieval (CBIR) technique to analyse the visual content of an image, contrasting against alternative methods that involve searching of associated metadata. The software builds upon the principles of Gestalt psychology, analysing an image in its entirety and locating images to which it has a broad resemblance. The cross-matching activity may be described as a form of ""fuzzy searching’, retrieving images on the basis that they look similar to a human observer."|ArtsHumanities
ARTISAN|keyword|cbir|TERESAH
ARTISAN|keyword|Content-based image retrieval|TERESAH
ARTISAN|keyword|Image comparison|TERESAH
ARTISAN|keyword|raster image formats|TERESAH
ARTISAN|creator|University of Northumbria|TERESAH
ARTISAN|license|Unknown|TERESAH
arts-humanities.net|description|"arts-humanities.net aims to support and advance the use and understanding of digital tools and methods for research and teaching in the arts and humanities by providing information on projects creating and using digital content; tools and methods to answer research questions; a listing of expert centers and individual researchers; and a library documenting lessons learned through case students, briefing papers, and a bibliography."|BambooDirt
arts-humanities.net|keyword|collaboration|TERESAH
arts-humanities.net|url|http://www.arts-humanities.net/|TERESAH
arts-humanities.net|creator|King's College London|TERESAH
arts-humanities.net|application-category|Collaboration|TERESAH
arts-humanities.net|application-category|Communicating|TERESAH
arts-humanities.net|operating-system|Web|TERESAH
Aruspix|keyword|history|TERESAH
Aruspix|url|http://www.aruspix.net/|TERESAH
Aruspix|description|post is very well written with lot of useful information for me. I am happy to find your great way of writing the post. With your generous help it is easier for me to understand and implement the concept. Thank you for the post.car for salenew car leasing|BambooDirt
AskSam|keyword|Active|TERESAH
AskSam|description|askSam is an application to organize information. You may use askSam to turn email, word processing documents, text files, spreadsheets and Web pages into a searchable database.|BambooDirt
AskSam|keyword|database|TERESAH
AskSam|url|http://www.asksam.com|TERESAH
AskSam|application-category|Organizing|TERESAH
AskSam|operating-system|osX|TERESAH
AskSam|keyword|Paid|TERESAH
AskSam|creator|Seaside Software Inc.|TERESAH
Asset Bank|description|A digital asset management system for the storage, management and delivery of raster images, audiovisual content, documents and other resources. The software provides limited eCommerce functionality for use by institutions that wish to use the system to sell digital products. It may be installed in-house on a Windows/Linux/Unix system or hosted on a system operated by the developers.|ArtsHumanities
Asset Bank|description|"A digital asset management system for the storage, management and delivery of raster images, audiovisual content, documents and other resources. The software provides limited eCommerce functionality for use by institutions that wish to use the system to sell digital products. It may be installed in-house on a Windows/Linux/Unix system or hosted on a system operated by the developers.

Features:
Image versioning

User-driven rating system

Automatic generation of thumbnails and preview images

Metadata batch edit

Date validation

Metadata import in XML or other delimited formats"|BambooDirt
Asset Bank|creator|Bright Interactive|TERESAH
Asset Bank|license|commercial|TERESAH
Asset Bank|operating-system|Cross-platform|TERESAH
Asset Bank|keyword|digital asset management|TERESAH
Asset Bank|keyword|digital repository|TERESAH
Asset Bank|keyword|ecommerce|TERESAH
Asset Bank|keyword|Embedded metadata formats|TERESAH
Asset Bank|url|http://www.assetbank.co.uk/|TERESAH
Asset Bank|operating-system|Linux|TERESAH
Asset Bank|license|Proprietary|TERESAH
Asset Bank|keyword|publication|TERESAH
Asset Bank|application-category|Publishing|TERESAH
Asset Bank|keyword|W3C accessibility standards|TERESAH
Asset Bank|operating-system|Windows|TERESAH
Asset Bank|keyword|Visualisation|TERESAH
Asset Bank|application-category|Visualization|TERESAH
Asset Bank|keyword|visualization|TERESAH
Atlas.ti|keyword|Active|TERESAH
Atlas.ti|creator|ATLAS.ti Scientific Software Development GmbH|TERESAH
Atlas.ti|url|http://www.atlasti.com/index.html|TERESAH
Atlas.ti|keyword|Paid|TERESAH
Atlas.ti|keyword|Qualitative Data Analysis|TERESAH
Atlas.ti|application-category|4_Analysis|TERESAH
Atlas.ti|description|The purpose of ATLAS.ti is to help researchers uncover and systematically analyze complex phenomena hidden in text and multimedia data. The program provides tools that let the user locate, code, and annotate findings in primary data material, to weigh and evaluate their importance, and to visualize complex relations between them.|BambooDirt
Atlas.ti|operating-system|Windows|TERESAH
Attensity|creator|Attensity|TERESAH
Attensity|url|http://www.attensity.com/home/|TERESAH
Attensity|operating-system|osX|TERESAH
Attensity|keyword|Paid|TERESAH
Attensity|keyword|social media|TERESAH
Attensity|description|text analytic and data extraction framework: data and semantic analytics in a suite of business applications.|BambooDirt
Attensity|application-category|4_Analysis|TERESAH
AustESE|description|eResearch tools to support the collaborative authoring and management of electronic scholarly editions.|BambooDirt
AustESE|url|http://www.itee.uq.edu.au/eresearch/projects/austese/|TERESAH
